,CODE,name
2130,31161100,Magnetiseringssystem
2131,31161200,Gaskylningssystem
2132,31161300,Generatorrotorer
2133,31161400,Primärvattensystem
2134,31161500,Tätoljesystem
2135,31161600,Kylvattensystem för statorer
2136,31161700,Delar till ånggeneratorer
2137,31161800,Delar till gasgeneratorer
2138,31161900,System för spänningsreglering
2139,31162000,"Delar till transformatorer, induktorer och strömriktare"
2140,31162100,Delar till kondensorer
2141,31170000,Transformatorer
2142,31171000,Dielektriska vätsketransformatorer
2143,31172000,Spänningstransformatorer
2144,31173000,Instrumenttransformator
2145,31174000,Kraftförsörjningstransformatorer
2146,31200000,Eldistributions- och reglerutrustning
2147,31210000,Elektrisk utrustning för till- och frånslagning eller skydd av elektriska kretsar
2148,31211000,Paneler och säkringslådor
2149,31211100,Kopplingspaneler
2150,31211110,Kontrollpaneler
2151,31211200,Säkringslådor
2152,31211300,Säkringar
2153,31211310,Strömbrytare
2154,31211320,Säkringsblock
2155,31211330,Säkringsledningar
2156,31211340,Säkringsclips
2157,31212000,Effektbrytare
2158,31212100,Effektbrytare för kontaktledningar
2159,31212200,Multimetrar
2160,31212300,Magnetbrytare
2161,31212400,Ministrömbrytare
2162,31213000,Distributionsutrustning
2163,31213100,Distributionslådor
2164,31213200,Distributionstransformatorer
2165,31213300,Kabeldistributionsskåp
2166,31213400,Distributionssystem
2167,31214000,Ställverk
2168,31214100,Brytare
2169,31214110,Frånskiljare
2170,31214120,Jordfelsbrytare
2171,31214130,Säkerhetsbrytare
2172,31214140,Strömbrytare med dimmerfunktion
2173,31214150,Valsströmbrytare
2174,31214160,Tryckströmbrytare
2175,31214170,Vippströmbrytare
2176,31214180,Skjutomkopplare
2177,31214190,Gränslägesbrytare
2178,31214200,Brytarkontakter
2179,31214300,Kopplingsutrustning för placering utomhus
2180,31214400,Säkringslastbrytare
2181,31214500,Elektriska kopplingstavlor
2182,31214510,Fördelningstavlor
2183,31214520,Kopplingstavla för medelspänning
2184,31215000,Spänningsbegränsare
2185,31216000,Åskavledare
2186,31216100,Blixtskyddsutrustning
2187,31216200,Blixtledare
2188,31217000,Överspänningsskydd
2189,31218000,Samlingsskenor
2190,31219000,Skyddslådor
2191,31220000,Kretskomponenter
2192,31221000,Elektriska reläer
2193,31221100,Effektreläer
2194,31221200,Reläer för allmän användning
2195,31221300,Kabelskoreläer
2196,31221400,Växelspänningsreläer
2197,31221500,Kvicksilverreläer
2198,31221600,Tidreläer
2199,31221700,Maximalreläer
2200,31223000,Lamphållare
2201,31224000,Kopplingar och kontaktelement
2202,31224100,Stickproppar och uttag
2203,31224200,Koaxialkontakter
2204,31224300,Kopplingsdosor
2205,31224400,Anslutningskablar
2206,31224500,Terminaler
2207,31224600,Avbländningsljus
2208,31224700,Förgreningsdosor
2209,31224800,Kabelskarvningsset
2210,31224810,Förlängningssladdar
2211,31230000,Delar till eldistributions- eller reglerutrustning
2212,31300000,Isolerad metalltråd och kabel
2213,31310000,Huvudledningar
2214,31311000,Nätanslutningar
2215,31320000,Kraftledningskablar
2216,31321000,Kraftledningar
2217,31321100,Starkströmsluftledningar
2218,31321200,Låg- och medelspänningskabel
2219,31321210,Lågspänningskabel
2220,31321220,Medelspänningskabel
2221,31321300,Högspänningskabel
2222,31321400,Undervattenskabel
2223,31321500,Submarin kabel
2224,31321600,Skärmkabel
2225,31321700,Signalkabel
2226,31330000,Koaxialkablar
2227,31340000,"Kabeltillbehör, isolerade"
2228,31341000,"Kabelrullar, isolerade"
2229,31342000,"Trunkkablar, isolerade"
2230,31343000,"Kabelskarvar, isolerade"
2231,31344000,"Packboxar, isolerade"
2232,31350000,Elektriska ledare för databruk och kontroll
2233,31351000,Elektriska ledare för behörighetskontrollsystem
2234,31400000,"Ackumulatorer, primärceller och primärbatterier"
2235,31410000,Primärceller
2236,31411000,Alkaliska batterier
2237,31420000,Primärbatterier
2238,31421000,Blybatterier
2239,31422000,Batterienheter
2240,31430000,Elektriska ackumulatorer
2241,31431000,Blyackumulatorer
2242,31432000,Nickelkadmiumackumulatorer
2243,31433000,Nickel-järnackumulatorer
2244,31434000,Litiumbatterier
2245,31440000,Batterier
2246,31500000,Belysningsarmatur och elektriska lampor
2247,31510000,Elektriska glödlampor
2248,31511000,Slutna strålkastarenheter
2249,31512000,Volframglödlampor
2250,31512100,"Halogenlampor, linjära"
2251,31512200,"Halogenlampor, 2-stift"
2252,31512300,"Halogenlampor, dikroiska"
2253,31514000,Urladdningslampor
2254,31515000,Ultravioletta lampor
2255,31516000,Infraröda lampor
2256,31517000,Båglampor
2257,31518000,Signalljus
2258,31518100,Strålkastarbelysning
2259,31518200,Nödbelysningsutrustning
2260,31518210,Stormlyktor
2261,31518220,Ljusstav
2262,31518300,Taklyktor
2263,31518500,Kvartslampor
2264,31518600,Strålkastare
2265,31519000,Glödljuslampor och neonlampor
2266,31519100,Glödljuslampor
2267,31519200,Neonlampor
2268,31520000,Lampor och belysningsarmatur
2269,31521000,Lampor
2270,31521100,Skrivbordslampor
2271,31521200,Golvlampor
2272,31521300,Bärbara elektriska lampor
2273,31521310,Varningsljus
2274,31521320,Ficklampor
2275,31521330,Uppladdningsbara bärbara elektriska lampor
2276,31522000,Julgransbelysning
2277,31523000,Upplysta skyltar och namnskyltar
2278,31523100,Neonreklamskyltar
2279,31523200,Permanenta informationsskyltar
2280,31523300,Upplysta namnskyltar
2281,31524000,Tak- och väggarmatur
2282,31524100,Takarmatur
2283,31524110,Operationslampor
2284,31524120,Takbelysning
2285,31524200,Väggarmatur
2286,31524210,Väggbelysning
2287,31527000,Spotlights
2288,31527200,Utomhusbelysning
2289,31527210,Lanternor
2290,31527260,Belysningssystem
2291,31527270,Plattformsbelysning
2292,31527300,Belysning för hushållsbruk
2293,31527400,Undervattenslampor
2294,31530000,Delar till lampor och belysningsutrustning
2295,31531000,Lampglober
2296,31531100,Lampor och lysrör
2297,31532000,Delar till lampor och belysningsarmatur
2298,31532100,Rörlampor
2299,31532110,Lysrörslampor
2300,31532120,Kompaktlysrör
2301,31532200,Cirkellampor
2302,31532210,Cirkellysrör
2303,31532300,Klotlampor
2304,31532310,Kompaktlysrör i klotform
2305,31532400,Lampsocklar
2306,31532500,Tändapparater för lampor
2307,31532510,Tändapparater för fluorescerande belysning
2308,31532600,Lampreaktorer
2309,31532610,Lysrörsreaktorer
2310,31532700,Lampskärmar
2311,31532800,Lamparmar
2312,31532900,Fluorescerande ljus
2313,31532910,Lysrör
2314,31532920,Glödlampor och lysrör
2315,31600000,Elektrisk utrustning
2316,31610000,Elutrustning för motorer och fordon
2317,31611000,Installationsutrustning
2318,31612000,Elinstallationshylsor för motorer
2319,31612200,Startmotorer
2320,31612300,Elektrisk signalutrustning för motorer
2321,31612310,Blänkare
2322,31620000,Akustisk eller visuell signalutrustning
2323,31625000,Inbrotts- och brandlarm
2324,31625100,Branddetektorer
2325,31625200,Brandlarmssystem
2326,31625300,Inbrottslarmssystem
2327,31630000,Magneter
2328,31640000,Elektriska maskiner och apparater med särfunktion
2329,31642000,Elektronisk detektorapparatur
2330,31642100,Metallrörsdetektorer
2331,31642200,Mindetektorer
2332,31642300,Plastdetektorer
2333,31642400,Detektorer för icke-metalliska föremål
2334,31642500,Detektorer för virke
2335,31643000,Partikelacceleratorer
2336,31643100,Linjära acceleratorer
2337,31644000,Diverse utrustning för dataregistrering
2338,31645000,Flipperautomater
2339,31650000,Isoleringsarmatur
2340,31651000,Eltejp
2341,31660000,Kolelektroder
2342,31670000,Eldelar till maskiner eller apparater
2343,31671000,Glashöljen och katodstrålerör
2344,31671100,Glashöljen
2345,31671200,Katodstrålerör
2346,31680000,Elektrisk utrustning och tillbehör
2347,31681000,Eltillbehör
2348,31681100,Elkontakter
2349,31681200,Elektriska pumpar
2350,31681300,Elektriska kretsar
2351,31681400,Elkomponenter
2352,31681410,Elmateriel
2353,31681500,Uppladdare
2354,31682000,Elektricitetsmateriel
2355,31682100,Eldosor
2356,31682110,Höljen till eldosor
2357,31682200,Instrumentbrädor
2358,31682210,Instrumenterings- och styrsystem
2359,31682220,Blandningspaneler
2360,31682230,Grafiska avläsningstavlor
2361,31682300,Medelspänningsutrustning
2362,31682310,Medelspänningspaneler
2363,31682400,Elektrisk utrustning för luftledningar och luftkablar
2364,31682410,Luftkablar med bärlina
2365,31682500,Reservelektricitetsaggregat
2366,31682510,Reservkraftssystem
2367,31682520,Nödstoppssystem
2368,31682530,Reservkraftstillförsel
2369,31682540,Utrustning till undercentraler
2370,31700000,"Elektroniska, elektromekaniska och elektrotekniska varor"
2371,31710000,Elektronisk utrustning
2372,31711000,Elektronisk materiel
2373,31711100,Elektroniska komponenter
2374,31711110,Sändaremottagare
2375,31711120,Transorer
2376,31711130,Resistorer
2377,31711131,Elektriska motstånd
2378,31711140,Elektroder
2379,31711150,Elektriska kondensatorer
2380,31711151,Fasta kondensatorer
2381,31711152,Variabla eller reglerbara kondensatorer
2382,31711154,Kondensatorbanker
2383,31711155,Kondensatornät
2384,31711200,Elektroniska resultattavlor
2385,31711300,Elektroniska system för tidsregistrering
2386,31711310,System för närvaroregistrering
2387,31711400,Elektronrör och radiorör
2388,31711410,Katodstrålerör för TV-apparater
2389,31711411,Bildrör
2390,31711420,Mikrovågsrör och mikrovågsutrustning
2391,31711421,Magnetroner
2392,31711422,Mikrovågsutrustning
2393,31711423,Radiolänksutrustning
2394,31711424,Klystroner
2395,31711430,Vakuumlikriktare
2396,31711440,Mottagar- eller förstärkarrör
2397,31711500,Delar till elektroniska sammansättningar
2398,31711510,Delar till elektriska kondensatorer
2399,31711520,"Delar till elektriska motstånd, reostater och potentiometrar"
2400,31711530,Delar till elektronrör
2401,31712000,"Mikroelektroniska maskiner, apparater och mikrosystem"
2402,31712100,Mikroelektroniska maskiner och apparater
2403,31712110,Elektroniska integrerade kretsar och komponentblock
2404,31712111,Telefonkort
2405,31712112,SIM-kort
2406,31712113,Kort med integrerade kretsar
2407,31712114,Integrerade elektroniska kretsar
2408,31712115,Komponentblock
2409,31712116,Mikroprocessorer
2410,31712117,Integrerade kretspaket
2411,31712118,Socklar eller fästen för integrerade kretsar
2412,31712119,Kretslock
2413,31712200,Mikrosystem
2414,31712300,Tryckta kretskort
2415,31712310,Tryckta kretskort med komponenter
2416,31712320,Tryckta kretskort utan komponenter
2417,31712330,Halvledare
2418,31712331,Fotoelektromotoriska celler
2419,31712332,Tyristorer
2420,31712333,Dubbeldioder (diacs)
2421,31712334,Dubbelriktade tyristorer (triacs)
2422,31712335,Optiskt kopplade isolatorer
2423,31712336,Kristalloscillatorer
2424,31712340,Dioder
2425,31712341,Lysdioder
2426,31712342,Mikrovågs- eller småsignaldioder
2427,31712343,Zenerdioder
2428,31712344,Schottkydioder
2429,31712345,Tunneldioder
2430,31712346,Ljuskänsliga dioder
2431,31712347,Effektdioder eller fotodioder
2432,31712348,Laserdioder
2433,31712349,Radiofrekvensdioder (RF-dioder)
2434,31712350,Transistorer
2435,31712351,Ljuskänsliga transistorer
2436,31712352,Fälteffekttransistorer (FET)
2437,31712353,"MOS-transistor (Metal Oxide Field Effect Transistors, MOSFET)"
2438,31712354,Transistorchips
2439,31712355,Bipolära darlington- eller radiofrekvenstransistorer
2440,31712356,Unijunctiontransistorer
2441,31712357,Bipolära transistorer med isolerad grind (IGBT)
2442,31712358,Fälteffekttransistor av skikttyp (JFET)
2443,31712359,Bipolära skikttransistorer (BJT)
2444,31712360,Monterade piezoelektriska kristaller
2445,31720000,Elektromekanisk utrustning
2446,31730000,Elektroteknisk utrustning
2447,31731000,Elektrotekniska varor
2448,31731100,Moduler
2449,32000000,"Radio-, televisions-, kommuniktions- och telekommunikationsutrustning samt tillhörande utrustning"
2450,32200000,"Överföringsutrustning för radiotelefoni, radiotelegrafi, radiosändning och television"
2451,32210000,Utrustning för radio- och TV-sändning
2452,32211000,Utrustning för produktion av radio- och TV-program
2453,32220000,TV-sändare utan mottagare
2454,32221000,Radiofyrar
2455,32222000,Kodare för videosignaler
2456,32223000,Bildsändare
2457,32224000,TV-sändare
2458,32230000,Radiosändare med mottagare
2459,32231000,Utrustning för interntelevision
2460,32232000,Videokonferensutrustning
2461,32233000,Radiofrekvensförstärkare
2462,32234000,Interntelevision
2463,32235000,Slutet övervakningssystem
2464,32236000,Radiotelefoner
2465,32237000,Walkie-talkies
2466,32240000,TV-kameror
2467,32250000,Mobiltelefoner
2468,32251000,Biltelefoner
2469,32251100,Handsfree-utrustning
2470,32252000,GSM-telefoner
2471,32252100,Mobiltelefoner med handsfree
2472,32252110,Mobiltelefoner med handsfree (trådlöst)
2473,32260000,Utrustning för dataöverföring
2474,32270000,Digital överföringsutrustning
2475,32300000,"TV- och radioapparater, ljud- eller videobandspelare eller videoavspelare"
2476,32310000,Rundradiomottagare
2477,32320000,TV-utrustning och audiovisuell utrustning
2478,32321000,Storbildsprojektorer
2479,32321100,Film- och videoutrustning
2480,32321200,Audiovisuell utrustning
2481,32321300,Audiovisuellt material
2482,32322000,Multimedieutrustning
2483,32323000,Videomonitorer
2484,32323100,Färgskärmar
2485,32323200,Svartvita skärmar
2486,32323300,Videoutrustning
2487,32323400,Utrustning för videoavspelning
2488,32323500,TV-övervakningssystem
2489,32324000,TV-apparater
2490,32324100,Färg-TV-apparater
2491,32324200,Svartvita TV-apparater
2492,32324300,Televisionsutrustning
2493,32324310,Satellitantenner
2494,32324400,TV-antenner
2495,32324500,Kanalväljare
2496,32324600,Digital-tv-boxar
2497,32330000,Apparater för ljud- och videoinspelning samt ljud- och videoavspelning
2498,32331000,Skivtallrikar
2499,32331100,Grammofoner
2500,32331200,Kassettbandspelare
2501,32331300,Utrustning för ljudåtergivning
2502,32331500,Inspelare
2503,32331600,MP3-spelare
2504,32332000,Bandstationer
2505,32332100,Diktafoner
2506,32332200,Telefonsvarare
2507,32332300,Ljudbandspelare
2508,32333000,Videobandspelare eller videoavspelare
2509,32333100,Videobandspelare
2510,32333200,Videokameror
2511,32333300,Videoavspelare
2512,32333400,Videospelare
2513,32340000,Mikrofoner och högtalare
2514,32341000,Mikrofoner
2515,32342000,Högtalare
2516,32342100,Hörlurar
2517,32342200,Öronsnäckor
2518,32342300,Mikrofoner och högtalarenheter
2519,32342400,Ljudanordningar
2520,32342410,Ljudutrustning
2521,32342411,Minihögtalare
2522,32342412,Högtalarsystem
2523,32342420,Studiomixer
2524,32342430,Ljudkompressorer
2525,32342440,Röstbrevsystem
2526,32342450,Röstbandspelare
2527,32343000,Förstärkare
2528,32343100,Ljudfrekvensförstärkare
2529,32343200,Megafoner
2530,32344000,Mottagarapparater för radiotelefoni eller radiotelegrafi
2531,32344100,Bärbara mottagare för anrop och personsökning
2532,32344110,Röstregistreringssystem
2533,32344200,Radiomottagare
2534,32344210,Radioutrustning
2535,32344220,Personsökare
2536,32344230,Radiostationer
2537,32344240,Radiomast
2538,32344250,Radioanläggningar
2539,32344260,Radioutrustning och multiplexerad utrustning
2540,32344270,Radio- och telefonövervakningssystem
2541,32344280,Bärbara radioapparater
2542,32350000,Delar till ljud- och videoutrustning
2543,32351000,Tillbehör till ljud- och videoutrustning
2544,32351100,Videoredigeringsutrustning
2545,32351200,Skärmar
2546,32351300,Tillbehör till audioutrustning
2547,32351310,Ljudkassetter
2548,32352000,Antenner och reflektorer
2549,32352100,Delar till radio- och radarutrustning
2550,32352200,Reservdelar och tillbehör till radar
2551,32353000,Ljudinspelningar
2552,32353100,Grammofonskivor
2553,32353200,Musikkassetter
2554,32354000,Filmprodukter
2555,32354100,Radiologifilm
2556,32354110,Röntgenfilm
2557,32354120,Diazofilm
2558,32354200,Kinematografisk film
2559,32354300,Fotofilm
2560,32354400,Polaroidfilm
2561,32354500,Videofilmer
2562,32354600,Videokassetter
2563,32354700,Videoband
2564,32354800,Krympfilm
2565,32360000,Snabbtelefoner
2566,32400000,Nät
2567,32410000,Lokalt nät
2568,32411000,Stafettnät
2569,32412000,Kommunikationsnät
2570,32412100,Telekommunikationsnät
2571,32412110,Internetnätverk
2572,32412120,Intranetnätverk
2573,32413000,Integrerat nät
2574,32413100,Nätreläer
2575,32415000,Ethernet-nät
2576,32416000,Flertjänstnät (ISDN-nät)
2577,32416100,ISDX-nät
2578,32417000,Multimedianät
2579,32418000,Radionät
2580,32420000,Nätutrustning
2581,32421000,Nätkablar
2582,32422000,Nätkomponenter
2583,32423000,Nätnav
2584,32424000,Nätinfrastruktur
2585,32425000,Nätoperativsystem
2586,32426000,Network publishing-system
2587,32427000,Nätsystem
2588,32428000,Nätuppgradering
2589,32429000,Telenätsutrustning
2590,32430000,Globalt nät
2591,32440000,Fjärrmät- och terminalutrustning
2592,32441000,Fjärrmätutrustning
2593,32441100,Övervakningssystem för fjärrmätning
2594,32441200,Fjärrmät- och styrutrustning
2595,32441300,Telematiksystem
2596,32442000,Terminalutrustning
2597,32442100,Uttagsplintar
2598,32442200,Anslutningsboxar
2599,32442300,Terminalemulatorer
2600,32442400,Anslutningsplintar
2601,32500000,Telekommunikationsmateriel
2602,32510000,Trådlös telekommunikationsutrustning
2603,32520000,Telekablar och telekommunikationsutrustning
2604,32521000,Telekommunikationskablar
2605,32522000,Telekommunikationsutrustning
2606,32523000,Telekommunikationsanläggningar
2607,32524000,Telekommunikationssystem
2608,32530000,Satellitbunden kommunikationsutrustning
2609,32531000,Satellitkommunikationsutrustning
2610,32532000,Parabolantenner
2611,32533000,Jordstationer
2612,32534000,Satellitplattformar
2613,32540000,Växlar
2614,32541000,Växelutrustning
2615,32542000,Växelbord
2616,32543000,Telefonväxlar
2617,32544000,Utrustning för automatiska abonnentväxlar
2618,32545000,System för automatiska abonnentväxlar
2619,32546000,Digital kopplingsutrustning
2620,32546100,Digitala telefonväxlar
2621,32547000,Vakuumbrytaranläggningar
2622,32550000,Telefonutrustning
2623,32551000,Telekablar och tillhörande utrustning
2624,32551100,Telefonförbindelser
2625,32551200,Telefonstationer
2626,32551300,Telefoner med hörlurar
2627,32551400,Telefonnät
2628,32551500,Telefonkablar
2629,32552000,Elektrisk utrustning för ledningstelefoni eller ledningstelegrafi
2630,32552100,Telefonapparater
2631,32552110,Trådlösa telefoner
2632,32552120,Hjälptelefoner
2633,32552130,Telefonautomater
2634,32552140,Utrustning till telefonautomater
2635,32552150,Telefoner för synskadade
2636,32552160,Telefoner för hörselskadade
2637,32552200,Bildskärmsenheter
2638,32552300,Telefon- eller telegrafväxlar
2639,32552310,Digitala telefonstationer
2640,32552320,Multiplexorer
2641,32552330,Telefonkontrollapparater
2642,32552400,Signalomvandlare för tonfrekvenser
2643,32552410,Modem
2644,32552420,Frekvensomvandlare
2645,32552430,Kodningsutrustning
2646,32552500,Text-TV-apparater
2647,32552510,Text-TV-terminaler
2648,32552520,Teletext-utrustning
2649,32552600,Porttelefoner
2650,32553000,Delar till elektriska telefon- eller telegrafapparater
2651,32560000,Fiberoptiska material
2652,32561000,Fiberoptiska kopplingar
2653,32562000,Optiska fiberkablar
2654,32562100,Fiberoptiska informationskablar
2655,32562200,Optiska telekablar
2656,32562300,Fiberoptiska kablar för dataöverföring
2657,32570000,Kommunikationsutrustning
2658,32571000,Kommunikationsinfrastruktur
2659,32572000,Kommunikationskablar
2660,32572100,Kommunikationskablar med multipla elektriska ledare
2661,32572200,Kommunikationskablar med koaxiala ledare
2662,32572300,Kommunikationskablar för speciella applikationer
2663,32573000,Kommunikationsstyrsystem
2664,32580000,Datautrustning
2665,32581000,Datakommunikationsutrustning
2666,32581100,Datatransmissionskablar
2667,32581110,Datatransmissionskablar med multipla elektriska ledare
2668,32581120,Datatransmissionskablar med koaxiala ledare
2669,32581130,Datatransmissionskablar för speciella applikationer
2670,32581200,Faxutrustning
2671,32581210,Tillbehör och komponenter till faxutrustning
2672,32582000,Databärare
2673,32583000,Data- och röstmedia
2674,32584000,Datalagringsmedia
2675,33000000,"Medicinsk utrustning, läkemedel och hygienartiklar"
2676,33100000,Medicinsk utrustning
2677,33110000,"Utrustning för medicinsk, odontologisk och veterinärmedicinsk bildbehandling"
2678,33111000,Röntgenapparatur
2679,33111100,Röntgenbord
2680,33111200,Röntgenlaboratorier
2681,33111300,Framkallningsapparatur för röntgenfilm
2682,33111400,Apparatur för röntgenfluoroskopi
2683,33111500,Tandröntgen
2684,33111600,Apparatur för radiografi
2685,33111610,Apparatur för MR-undersökning
2686,33111620,Gammakameror
2687,33111640,Termografer
2688,33111650,Mammografiapparatur
2689,33111660,Bentäthetsmätare
2690,33111700,Angiografilaboratorium
2691,33111710,Angiografimateriel
2692,33111720,Apparatur för angiografi
2693,33111721,Digital angiografiutrustning
2694,33111730,Materiel för angioplastik
2695,33111740,Utrustning för angioplastik
2696,33111800,Anläggning för röntgendiagnostik
2697,33112000,Utrustning för medicinsk bildbehandling med ultraljud och doppler
2698,33112100,Ekokardiograf
2699,33112200,Ultraljudsapparat
2700,33112300,Ultraljudsscanners
2701,33112310,Färgdoppler
2702,33112320,Dopplerutrustning
2703,33112330,Utrustning för ekoencefalografi
2704,33112340,Ekokardiografer
2705,33113000,MRT-utrustning
2706,33113100,MR-scanners
2707,33113110,MR-kameror
2708,33114000,Utrustning för spektroskopi
2709,33115000,Utrustning för tomografi
2710,33115100,"Datortomografer (""CT scanner"")"
2711,33115200,"Datortomografer (""CAT scanner"")"
2712,33120000,System för registrering och undersökningsutrustning
2713,33121000,System för ambulatorisk långtidsregistrering
2714,33121100,EEG-apparater
2715,33121200,Scintigrafiutrustning
2716,33121300,EMG-apparater
2717,33121400,Audiometrar
2718,33121500,EKG
2719,33122000,Oftalmologisk utrustning
2720,33123000,Utrustning för kardiovaskulära ändamål
2721,33123100,Tensiometer
2722,33123200,EKG-apparater
2723,33123210,Apparatur för hjärtövervakning
2724,33123220,Apparatur för kardioangiografi
2725,33123230,Kardiografer
2726,33124000,Utrustning och artiklar för diagnostik och radiodiagnostik
2727,33124100,Diagnostisk utrustning
2728,33124110,Diagnostiska system
2729,33124120,Utrustning för ultraljudsdiagnostik
2730,33124130,Diagnostiska artiklar
2731,33124131,Reagensremsor
2732,33124200,Röntgendiagnostisk utrustning
2733,33124210,Röntgendiagnostiska artiklar
2734,33125000,Utrustning för urologisk undersökning
2735,33126000,Utrustning för stomatologi
2736,33127000,Utrustning för immunanalys
2737,33128000,Medicinsk laser för annat än kirurgi
2738,33130000,Utrustning och instrument för tandvård och underspecialiteter
2739,33131000,Tandläkarinstrument
2740,33131100,Tandkirurgiska instrument
2741,33131110,"Dentaltänger, dentala operationsborstar och dentala sårhakar"
2742,33131111,Dentaltänger
2743,33131112,Dentala operationsborstar
2744,33131113,Dentala sårhakar
2745,33131114,Dentala putsningsinstrument
2746,33131120,"Enheter för dental kryokirurgi, dentala djupmätare, dentalelevatorer och dentalslevar"
2747,33131121,Enheter för dental kryokirurgi
2748,33131122,Dentala djupmätare
2749,33131123,Dentalelevatorer
2750,33131124,Dentalslevar
2751,33131130,Fingertutor för tandläkare och dentalpincetter
2752,33131131,Fingertutor för tandläkare
2753,33131132,Dentalpincetter
2754,33131140,Dentala speglar och brotschar
2755,33131141,Dentala speglar
2756,33131142,Dentala brotschar
2757,33131150,"Dentala rotspetsplockare, tandstensskrapor och dentalvågar"
2758,33131151,Dentala rotspetsplockare
2759,33131152,Dentala tandstensskrapor
2760,33131153,Dentalvågar
2761,33131160,Dentalsaxar och dentalknivar
2762,33131161,Dentalsaxar
2763,33131162,Dentalknivar
2764,33131170,"Dentalspatlar, pincetter för dentalt bruk och dentala vaxcarverinstrument"
2765,33131171,Dentalspatlar
2766,33131172,Pincetter för dentalt bruk
2767,33131173,Dentala vaxcarverinstrument
2768,33131200,Suturnålar för tandläkarbruk
2769,33131300,Engångsinstrument för tandläkarbruk
2770,33131400,Sond för tandläkarbruk
2771,33131500,Instrument för tandutdragning
2772,33131510,Tandborrar
2773,33131600,Instrument för tandfyllning
2774,33132000,Tandimplantat
2775,33133000,Tillbehör för tandavtryck
2776,33134000,Tillbehör för endodonti
2777,33135000,Utrustning för tandreglering
2778,33136000,Roterande instrument och slipinstrument
2779,33137000,Tillbehör för profylaktisk tandvård
2780,33138000,Produkter för tandproteser och tandreglering
2781,33138100,Tandproteser
2782,33140000,Medicinska förbrukningsartiklar
2783,33141000,Engångsartiklar för icke-kemiskt medicinskt bruk och hematologiska förbrukningsartiklar
2784,33141100,"Förbandsartiklar; clips, suturer och ligaturer"
2785,33141110,Förbandsartiklar
2786,33141111,Klisterbandage
2787,33141112,Plåster
2788,33141113,Bandage
2789,33141114,Gasbinda
2790,33141115,Vadd för medicinskt bruk
2791,33141116,Omläggningsset
2792,33141117,Bomullsvadd
2793,33141118,Torkar och suddar
2794,33141119,Kompresser
2795,33141120,"Clips, suturer och ligaturer"
2796,33141121,Kirurgiska suturer
2797,33141122,Kirurgiska häftklammer
2798,33141123,Behållare för skarpa föremål
2799,33141124,Skyddsomslag för vassa föremål
2800,33141125,Kirurgisk suturmateriel
2801,33141126,Ligaturer
2802,33141127,Resorberbara hemostatika
2803,33141128,Suturnålar
2804,33141200,Katetrar
2805,33141210,Ballongkatetrar
2806,33141220,Kanyler
2807,33141230,Dilatator
2808,33141240,Katetertillbehör
2809,33141300,Utrustning för venpunktering och blodprovstagning
2810,33141310,Injektionssprutor
2811,33141320,Nålar för medicinskt bruk
2812,33141321,Anestesinålar
2813,33141322,Artärnålar
2814,33141323,Biopsinålar
2815,33141324,Dialysnålar
2816,33141325,Fistelnålar
2817,33141326,Nålar för radiologiska procedurer
2818,33141327,Ventilerade nålar
2819,33141328,Epiduralnålar
2820,33141329,Amniocentesnålar
2821,33141400,Avbitartång och bisturi; operationshandskar
2822,33141410,Avbitartång och bisturi
2823,33141411,Skalpeller och knivblad
2824,33141420,Operationshandskar
2825,33141500,Hematologiska förbrukningsartiklar
2826,33141510,Blodprodukter
2827,33141520,Plasmaderivat
2828,33141530,Koaguleringsmedel
2829,33141540,Albumin
2830,33141550,Heparin
2831,33141560,Organ från människa
2832,33141570,Blod från människa
2833,33141580,Djurblod
2834,33141600,"Uppsamlingsbehållare och -påsar, dränageset och dylikt"
2835,33141610,Uppsamlingspåse
2836,33141613,Blodpåsar
2837,33141614,Plasmapåsar
2838,33141615,Urinpåsar
2839,33141620,Utrustning för medicinskt bruk för specifika ändamål i förpackningar (sets)
2840,33141621,Inkontinensset
2841,33141622,Aidsförebyggande set
2842,33141623,Förstaförbandslådor
2843,33141624,Infusionsaggregat
2844,33141625,Diagnoskits
2845,33141626,Doseringsutrustning
2846,33141630,Blodplasmafilter
2847,33141640,Drän
2848,33141641,Sonder
2849,33141642,Tillbehör till drän
2850,33141700,Ortopediska artiklar
2851,33141710,Kryckor
2852,33141720,Gånghjälpmedel
2853,33141730,Halskragar
2854,33141740,Ortopediska skodon
2855,33141750,Ledproteser
2856,33141760,Skenor
2857,33141770,"Artiklar för behandling av frakturer, spikar och plattor"
2858,33141800,Förbrukningsartiklar för tandvård
2859,33141810,Tandfyllningsmaterial
2860,33141820,Tänder
2861,33141821,Porslinständer
2862,33141822,Akryltänder
2863,33141830,Cementbas
2864,33141840,Hemostatika för tandläkarbruk
2865,33141850,Hygienartiklar för tandvård
2866,33141900,Blodlansetter
2867,33150000,"Apparatur för radioterapi, mekanoterapi, elektroterapi och sjukgymnastik"
2868,33151000,Apparatur och utrustning för radioterapi
2869,33151100,Apparatur för gammaterapi
2870,33151200,Apparatur för röntgenbehandling
2871,33151300,Spektrografer
2872,33151400,Artiklar för radioterapi
2873,33152000,Kuvöser
2874,33153000,Litotriptor
2875,33154000,Utrustning för mekanoterapi
2876,33155000,Utrustning för fysisk behandling
2877,33156000,Utrustning för psykologiska tester
2878,33157000,Utrustning för gasbehandling och annan andningsstödjande utrustning
2879,33157100,Masker för inhalation av medicinska gaser
